"충전소명",충전소위치상세,설치시도명,휴점일,이용가능시작시각,이용가능종료시각,완속충전가능여부,급속충전가능여부,급속충전타입구분,완속충전기대수,급속충전기대수,주차료부과여부,소재지도로명주소,소재지지번주소,관리업체명,관리업체전화번호,위도,경도,데이터기준일자
"동구 해안동 행정복지센터",입구 우측,대구광역시,연중무휴,00:00,00:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,대구광역시 동구 방촌로29길 46,대구광역시 동구 방촌동 822-5 해안동행정복지센터,대구환경공단,053-605-8060,35.8820761,128.6716797,2019-06-27
"남구 대명5동 행정복지센터",지상주차장,대구광역시,연중무휴,00:00,00:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,대구광역시 남구 대명로58길 11,대구광역시 남구 대명동 150 대명5동주민센터,대구환경공단,053-605-8060,35.8432344,128.5878291,2019-06-27
"북구 구암동 행정복지센터",입구 좌측,대구광역시,연중무휴,00:00,00:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,대구광역시 북구 구암서로 32,대구광역시 북구 구암동 788-1 구암동 주민센터,대구환경공단,053-605-8060,35.9389234,128.5660435,2019-06-27
"한국도로공사 칠곡영업소",입구 우측,대구광역시,연중무휴,00:00,00:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,대구광역시 북구 관음로 41,대구광역시 북구 관음동 901-2,대구환경공단,053-605-8060,35.9344938,128.5393494,2019-06-27
"대구은행 제2본점영업부",지하,대구광역시,연중무휴,00:00,00:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,대구광역시 북구 옥산로 111,대구광역시 북구 칠성동2가 2-4 대구은행 제2본점,대구환경공단,053-605-8060,35.8844600,128.5882957,2019-06-27
"대구은행 파동지점",입구 우측,대구광역시,연중무휴,00:00,00:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,대구광역시 수성구 수성로 5,대구광역시 수성구 상동 623-5,대구환경공단,053-605-8060,35.8260084,128.6098968,2019-06-27
"대구은행 시지지점","북쪽 입구에서 정면, 남쪽 입구에서 우측",대구광역시,연중무휴,00:00,00:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,대구광역시 수성구 달구벌대로 3196,대구광역시 수성구 신매동 567-10 대구은행 시지지점,대구환경공단,053-605-8060,35.8401735,128.7061948,2019-06-27
"대구은행 본리동지점",입구 우측,대구광역시,연중무휴,00:00,00:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,대구광역시 달서구 구마로 180,대구광역시 달서구 본동 225-3,대구환경공단,053-605-8060,35.8369141,128.5474316,2019-06-27
"명복공원 주차장",입구 좌측 끝 식당 앞 (명복공원 서측),대구광역시,연중무휴,00:00,00:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,대구광역시 수성구 달구벌대로 541길 47,대구광역시 수성구 고모동 산113-3 대구시설공단 명복공원,대구환경공단,053-605-8060,35.8576275,128.6589014,2019-06-27
"유니버시아드 레포츠센터",입구 우측 (주차장 동측),대구광역시,연중무휴,00:00,00:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,대구광역시 북구 호국로57길 6,대구광역시 북구 서변동 1724-1,대구환경공단,053-605-8060,35.9279702,128.5979559,2019-06-27
"용산2동 행정복지센터",입구 좌측,대구광역시,연중무휴,00:00,00:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,대구광역시 달서구 선원로 278,대구광역시 달서구 용산동 499-7 용산2동행정복지센터,대구환경공단,053-605-8060,35.858431,128.5230185,2019-06-27
"아이빌",입구 우측,대구광역시,연중무휴,00:00,00:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,대구광역시 북구 3공단로 240,대구광역시 북구 노원동3가 20-12 안경산업 토탈비즈니스센터,대구환경공단,053-605-8060,35.9020562724,128.576935642,2019-06-27
"아주운수",주차장 남쪽,대구광역시,연중무휴,00:00,00:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,,대구광역시 동구 지저동 677-7,대구환경공단,053-605-8060,35.896375,128.640599,2019-06-27
"대구 지식서비스센터 앞",도로변,대구광역시,연중무휴,00:00,00:00,Y,N,,2,0,N,대구광역시 동구 동대구로 481,대구광역시 동구 신천동 92,대구환경공단,053-605-8060,35.873307,128.624832,2019-06-27
"달성문화센터",지하주차장 입구 좌측,대구광역시,연중무휴,00:00,00:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,대구광역시 달성군 다사읍 매곡리 1515-3,대구광역시 달성군 다사읍 대실역북로2길 188,대구환경공단,053-605-8060,35.865271,128.460701,2019-06-27
"상공회의소 앞",도로변,대구광역시,연중무휴,00:00,00:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,대구광역시 동구 동대구로 457,대구광역시 동구 신천동 107-2,대구환경공단,053-605-8060,35.8710897,128.624959,2019-06-27
